,N/A (Born in the US),,,,,,,Before 1950,,,,,,,1950 - 1959,,,,,,,1960 - 1969,,,,,,,1970 - 1979,,,,,,,1980 - 1989,,,,,,,1990 - 1999,,,,,,,2000 - 2009,,,,,,,2010 or later,,,,,,
,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,18,0,43,0,0,0,19,0,0,17,58,51,0,0,31,0,0,0,0,0,52,2,0,0,244,0,8,30,58,0,248,155,49,0
-> Trinidadian Tobagonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,29967,6875,1292,11979,10746,3227,290,102,155,0,19,0,14,0,147,136,0,115,298,75,3,942,1966,432,1737,1919,917,90,2132,3164,960,3305,4256,1635,302,2277,4221,1659,4518,5972,2720,241,1776,5624,1316,4446,7298,2827,396,1263,3577,722,3572,3806,1395,96,782,606,177,306,548,309,47
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,184,125,14,118,304,18,0,693,1016,152,548,529,103,13,777,1775,543,1443,647,231,25,1428,3119,764,1435,1437,517,30,1557,4626,696,2349,2083,674,100,1916,1353,226,1230,1334,765,140
-> British West Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2292,275,69,1312,1018,575,60,0,27,0,0,0,0,0,9,35,0,13,0,0,0,166,115,61,175,211,127,0,573,144,93,114,418,188,37,369,501,180,327,600,437,15,292,693,0,393,648,213,76,236,579,92,387,392,221,27,150,89,50,28,172,64,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,26,23,0,32,0,0,0,69,58,0,3,72,0,8,119,37,103,146,77,81,0,125,101,8,116,113,0,0,177,205,0,73,227,19,0,409,586,0,299,63,35,0
-> Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2584,574,38,1212,1501,411,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,157,136,17,154,64,75,0,299,356,12,244,452,148,0,200,626,65,363,828,431,23,127,390,81,288,406,140,16,154,271,62,193,187,235,0,95,85,0,97,34,68,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,39,0,0,0,71,45,16,23,0,0,53,220,9,54,166,0,0,103,265,11,208,213,0,0,65,197,17,143,145,56,0,203,293,0,174,51,26,9
-> Grenadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2948,604,28,1523,1670,616,66,64,37,0,0,16,0,0,92,14,0,0,47,65,0,227,72,44,209,217,80,56,346,648,196,242,869,366,78,795,985,311,726,1470,534,92,339,1003,231,679,935,291,57,145,482,29,475,388,180,61,156,73,17,83,123,66,27
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,0,0,0,0,0,22,0,0,0,22,170,40,37,37,0,0,166,213,92,199,144,20,0,145,533,202,288,62,38,0,196,448,13,205,513,82,0,154,550,0,315,360,62,0
-> Vincent-Grenadine Islander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1541,248,0,471,307,121,0,0,0,0,0,0,0,0,0,0,0,0,37,31,0,62,104,44,57,136,14,0,253,169,108,188,582,116,25,389,361,123,293,518,368,21,216,190,127,200,396,146,11,44,206,98,91,258,49,0,53,27,0,23,10,20,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,91,37,0,0,0,0,54,412,0,76,70,9,0,223,315,61,198,34,0,0,142,249,92,133,153,44,0,319,121,12,98,392,12,24
-> St Lucia Islander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1759,469,38,491,362,330,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,52,0,0,108,79,0,132,101,31,168,173,56,6,198,229,149,214,622,109,0,207,343,71,530,300,282,93,229,526,67,416,352,323,0,50,49,0,94,57,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,0,0,0,0,0,37,107,23,255,53,0,0,331,304,11,76,171,0,26,189,471,20,244,380,65,0,312,572,30,127,393,39,0
-> West Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,38810,8532,1810,17773,18282,7214,552,0,225,0,264,125,8,0,474,358,95,259,433,175,10,956,1332,424,1628,1451,699,155,2017,3420,510,2839,3528,1903,76,2530,5072,1102,4241,5872,2169,367,1491,4235,609,3916,4786,2434,266,1527,2698,443,2688,2386,1170,37,1538,1265,228,702,729,558,0
not_us_citizen,0,0,0,0,0,0,0,14,30,0,4,0,0,0,0,0,6,0,14,0,0,125,173,122,268,46,49,0,651,431,19,427,231,268,0,580,1108,468,955,599,184,17,1446,2198,432,1317,1392,181,19,999,2725,364,1020,1055,644,14,1941,1539,148,866,1198,493,0
-> Haitian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,223631,30628,3319,59239,53191,14717,1118,69,107,30,0,32,0,0,367,192,38,209,174,109,0,2097,2872,436,2952,4292,2280,216,7773,9760,1386,7491,9911,3756,560,16923,21674,3416,15685,22794,7083,671,13530,20941,2890,22414,27174,6093,437,18495,21127,2512,24140,24306,3215,208,11115,4605,428,4973,3074,362,0
not_us_citizen,0,0,0,0,0,0,0,136,21,0,0,0,0,0,80,76,0,15,21,0,0,815,477,127,444,310,126,0,2583,2082,347,1503,1049,332,79,7236,6884,412,3116,3328,391,61,10969,10936,1262,7020,5362,822,85,23440,21305,2098,14338,9933,887,263,45079,25482,2512,16297,11768,1727,64
-> Other West Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2846,813,325,1915,1989,572,193,13,0,0,0,28,18,0,136,65,0,30,59,14,0,221,92,56,87,121,88,8,163,241,14,251,322,122,0,210,452,204,451,985,176,27,237,521,149,619,786,192,0,461,519,132,425,652,76,13,1616,668,61,338,740,126,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,12,12,0,26,15,0,88,40,0,13,121,0,6,83,20,15,0,0,21,0,16,112,0,0,40,61,14,52,210,129,0,45,50,0,118,94,56,87,287,339,97,303,313,81,19
-> Brazilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,80781,5592,891,12281,12626,3213,231,14,12,0,12,14,0,0,122,264,22,124,127,150,21,631,612,78,494,646,234,39,531,1206,104,670,1309,506,73,1692,4725,580,3628,4148,1959,306,2426,8010,519,5855,10572,3368,462,3337,7428,435,5902,10519,3505,462,2589,1532,93,1414,1550,565,117
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,6,0,0,28,98,0,107,23,0,0,278,285,0,246,236,40,0,196,334,59,166,284,84,0,1304,2360,76,771,1034,110,62,3134,9288,268,3834,3905,963,68,11471,22693,885,8904,9867,3140,712,25619,21094,669,13800,27774,9408,1584
-> Guyanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,32464,5610,469,9596,10730,2722,273,0,46,0,71,13,0,0,42,99,0,44,78,36,75,523,1009,271,905,1116,419,67,1957,2834,740,2455,4058,1536,122,6022,8454,2114,6496,9670,3096,364,5417,8724,2252,4772,7411,2127,118,5039,6762,1409,4798,5343,1131,186,1244,1148,283,728,848,135,16
not_us_citizen,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,15,0,0,0,53,150,20,50,30,0,0,135,707,104,167,115,89,0,1026,949,368,387,556,86,0,2036,1923,307,871,884,133,42,3636,3791,805,1851,1432,339,50,5556,4241,611,1614,1153,240,23
-> Algerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3930,190,0,434,795,173,63,0,0,0,0,0,0,0,0,18,0,0,11,19,0,16,0,0,0,0,8,0,0,0,14,86,101,76,15,14,98,0,81,176,276,92,225,550,77,364,617,380,148,220,294,11,249,1115,401,180,177,157,30,8,309,81,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,31,0,12,0,106,116,21,85,160,103,12,103,72,0,74,177,52,37,828,449,88,755,1842,988,73
-> Egyptian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,46448,3463,321,7806,13427,7181,964,12,145,0,0,180,128,0,68,207,0,96,437,102,134,242,410,52,595,1376,1727,891,774,1124,107,1727,4363,2745,789,288,1447,145,1452,7453,3431,948,962,2636,214,2647,13624,5091,1544,5092,4801,325,5011,15028,3352,764,4678,1417,29,1082,4122,466,23
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,21,138,0,40,103,0,0,0,0,0,39,111,7,16,303,410,10,208,341,34,0,142,907,12,399,1051,258,53,1936,2054,124,872,3004,872,489,12789,5411,246,4018,16957,3672,929
-> Libyan (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,868,30,0,230,339,140,25,0,0,0,0,0,0,0,28,0,0,0,0,29,0,0,0,0,0,0,0,0,0,52,15,50,26,100,112,0,50,0,17,93,19,9,0,0,0,0,170,0,0,0,0,0,0,23,9,0,125,0,0,16,48,107,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,143,23,0,63,34,177,64,365,107,0,253,286,305,36
-> Moroccan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,25791,3017,1644,5453,4824,1277,153,9,0,0,38,10,0,0,54,16,13,70,0,44,19,250,231,50,204,481,142,46,109,198,0,228,630,229,12,231,669,52,933,1182,538,59,877,1659,123,1752,2875,1265,316,2487,3054,613,2951,6156,1443,233,1205,290,19,590,1416,322,0
not_us_citizen,0,0,0,0,0,0,0,41,0,0,0,0,0,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,86,56,0,0,12,0,0,189,213,0,138,29,175,0,487,638,0,263,412,107,14,902,653,93,1101,1173,554,33,4020,2551,212,2734,3062,1557,122
-> North African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3106,118,67,442,783,228,128,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,33,42,30,0,52,23,0,55,89,103,32,52,0,30,209,297,198,79,66,191,47,251,942,398,105,231,148,88,565,942,263,22,319,13,0,31,223,102,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,21,19,0,13,12,0,40,64,32,0,85,24,16,18,24,136,54,327,291,38,451,690,265,36
-> Iranian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,51510,6781,808,17911,28793,15984,2966,21,182,0,0,111,145,35,113,282,0,183,1212,575,282,449,760,33,1081,2963,2032,1088,1645,4013,312,6621,24371,17435,4996,2826,6738,174,5878,19270,14030,3543,2583,5781,132,4429,14675,8678,2506,5308,8452,328,6058,14781,8666,2566,1672,2299,50,1294,3559,2066,453
not_us_citizen,0,0,0,0,0,0,0,0,19,0,0,26,17,19,38,0,0,95,27,0,0,126,174,0,58,140,104,20,76,457,35,530,834,644,95,101,691,10,519,811,308,39,711,783,86,536,1293,553,265,1155,2066,83,1360,2852,2451,2460,7493,8082,458,6938,14736,14894,4636
-> Iraqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,20461,2002,81,2680,2633,1545,268,23,125,8,0,87,29,0,108,0,0,116,221,168,36,39,251,0,196,152,167,30,911,651,64,554,622,430,109,580,575,0,156,1362,192,223,2376,2706,158,1867,2008,1047,192,5541,3860,475,2873,6143,1216,193,3824,1782,346,1771,3313,256,61
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,24,0,0,50,0,0,0,0,0,0,12,0,0,0,54,0,0,85,64,0,100,0,0,0,65,0,1,0,23,0,0,511,402,37,150,59,125,67,2307,935,232,551,1068,299,32,19517,9240,740,3272,12066,1966,398
-> Israeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,23993,3428,886,7468,10239,4937,446,34,30,0,15,23,21,11,25,52,56,328,397,436,103,345,435,105,313,866,801,183,663,1326,22,953,1933,1176,193,775,2424,196,1510,2800,1918,371,556,1825,88,1128,2434,1187,396,1560,1678,139,1206,2261,1215,186,1200,329,176,148,583,178,79
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,29,0,44,140,24,189,126,7,0,128,221,0,205,164,26,0,130,598,14,343,486,287,47,1017,1367,16,802,1136,720,292,3664,1532,0,1123,3167,2209,644
-> Jordanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,16451,1916,146,3778,3308,1251,338,25,11,0,0,10,63,0,10,0,0,18,88,19,11,251,78,28,178,160,115,58,412,766,58,697,974,396,69,515,654,69,982,1809,783,178,535,1546,6,1549,2844,921,149,1302,1367,67,1137,2537,841,181,1249,429,41,527,859,187,13
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,0,44,98,0,15,53,204,0,57,143,27,0,177,234,0,180,423,0,0,784,759,12,522,539,452,80,4350,1840,116,1480,4507,1614,163
-> Kuwaiti (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,671,0,0,54,59,91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,77,0,150,80,18,0,0,80,0,0,169,0,0,0,9,0,0,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,36,0,0,0,19,21,178,172,0,1770,349,139,0
-> Lebanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,69974,28144,2735,43998,65638,31463,4525,126,108,32,150,97,187,0,413,392,23,221,381,354,73,633,908,114,635,1649,1051,174,2254,2106,300,2784,5293,3309,483,2405,3378,378,3436,6994,4120,899,2405,2891,373,2884,5334,2314,586,2624,2072,211,3058,5496,2815,528,1389,653,79,594,1317,601,171
not_us_citizen,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,9,24,0,0,18,19,15,34,6,9,0,184,46,10,137,147,11,59,118,242,36,210,501,139,13,384,293,0,402,653,89,128,1086,501,48,721,1578,1123,373,3245,1897,79,1951,3124,2766,273
-> Saudi Arabian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3178,196,15,681,473,418,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,32,33,45,0,52,0,0,0,35,0,0,12,0,189,198,16,41,115,0,0,249,59,83,0,135,47,0,86,40,19,23
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,26,107,0,103,23,115,12,91,76,0,299,207,218,117,5829,2833,200,10889,8532,2642,71
-> Syrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,23754,9121,1232,11035,17509,6983,938,7,99,0,10,30,30,0,89,163,0,56,85,32,31,255,282,0,198,417,234,59,598,768,68,392,553,606,82,1063,1019,96,1396,1828,1371,250,1297,1522,35,1212,2364,1795,318,1613,1817,113,1079,2382,611,308,1067,698,32,547,555,404,51
not_us_citizen,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,12,0,0,0,0,51,13,0,0,0,0,78,0,0,59,0,0,0,8,139,37,12,197,16,0,248,86,18,222,272,130,20,620,342,0,116,500,570,145,12243,3655,289,2037,3876,1502,271
-> Armenian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,61048,21324,2198,30805,54360,25495,3047,249,314,0,352,199,158,25,454,708,56,580,837,500,158,761,1187,129,1302,1920,1118,229,3453,3977,187,3072,7185,2968,262,4567,8628,265,5397,10751,4105,668,4902,8501,299,6733,13257,6227,1077,6026,8186,232,5423,10948,4037,629,1504,1261,119,1130,1835,681,95
not_us_citizen,0,0,0,0,0,0,0,19,32,0,0,0,18,0,54,102,0,0,6,0,0,98,84,0,119,93,0,23,142,110,52,124,380,15,0,549,755,13,265,304,353,16,780,1774,86,866,1414,505,18,1919,2922,122,1497,2786,1257,198,5292,5613,206,3489,4520,2399,511
-> Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,34718,4464,539,6923,9609,5224,851,72,17,0,0,76,39,0,109,62,13,58,196,281,55,586,638,89,467,916,900,390,606,1117,191,982,1513,989,496,974,1502,111,1134,1863,1265,748,1215,2759,242,1761,5389,3753,1626,3031,4026,247,2648,6718,3843,1408,1556,481,14,431,1122,409,47
not_us_citizen,0,0,0,0,0,0,0,36,0,0,0,0,0,0,33,0,0,0,0,0,0,11,38,0,36,61,0,8,177,284,9,66,3,61,71,365,283,0,94,219,112,48,887,1223,18,593,925,773,306,2678,1988,118,1134,3181,2420,1846,5771,4068,113,3686,11371,6996,2285
-> Yemeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,17566,1352,119,1232,1152,196,31,0,0,0,0,0,13,0,80,0,45,0,0,44,0,249,73,0,20,48,24,11,885,364,55,134,59,67,0,899,358,78,452,490,66,0,2116,1117,167,729,529,140,16,3499,1623,92,1230,664,108,0,4177,449,81,373,146,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,73,0,0,0,0,0,0,83,68,90,47,0,0,0,419,387,0,86,35,81,0,1510,340,0,77,238,0,20,5232,1644,211,1024,674,218,51
-> Kurdish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,6396,346,15,518,585,61,37,0,0,0,0,0,0,0,0,11,0,0,13,11,16,0,0,0,6,0,28,19,18,63,0,100,240,68,59,81,35,0,113,36,117,0,1295,1312,92,592,1089,268,49,431,483,23,186,744,271,59,466,239,55,53,270,29,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,0,0,0,0,0,0,0,18,86,54,0,24,41,0,0,154,44,0,56,225,12,99,2120,503,53,424,1023,673,173
-> Palestinian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,28092,5069,748,10553,10688,4431,760,0,0,0,24,29,13,0,147,196,44,127,317,90,74,617,652,128,395,549,403,127,1376,1006,61,642,1074,797,82,1060,1538,91,1637,2759,1242,284,876,1582,43,1593,2903,1312,220,1524,1180,29,1223,2513,472,101,1897,268,83,371,357,157,12
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,66,133,0,0,44,0,0,195,217,0,0,12,10,0,133,57,0,23,143,0,0,337,495,21,163,148,92,9,694,997,0,421,802,266,15,2204,1835,68,585,2118,690,12
-> Assyrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,5500,1408,177,2424,4018,1364,187,30,15,0,0,29,54,9,4,28,0,28,111,8,37,183,221,0,269,208,66,18,787,765,93,784,1277,569,42,980,683,121,579,1200,321,13,837,636,116,727,1328,376,16,1183,1142,14,820,665,154,0,531,267,0,41,75,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,23,20,29,0,0,0,55,61,0,55,33,27,0,314,136,0,34,126,0,0,228,149,0,78,182,25,0,1076,311,0,222,285,255,0
-> Chaldean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,12350,2226,225,3077,2487,981,90,5,0,0,0,0,36,0,83,53,0,8,0,0,16,350,159,61,176,82,18,0,1009,697,113,246,301,161,8,1072,559,92,427,401,169,47,1536,2210,18,835,1090,275,46,2401,1983,153,1433,1303,96,53,974,520,23,238,362,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,20,8,0,0,0,0,0,17,63,0,98,0,0,0,168,59,64,102,92,18,0,1188,345,62,205,297,0,0,3537,1331,116,415,527,105,0
-> Mideast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,34102,5138,448,10914,14219,6022,855,0,14,0,26,27,0,0,72,51,0,102,178,34,53,296,302,14,234,626,262,69,1043,737,127,715,2194,985,333,737,764,147,906,3140,1478,353,1655,2211,250,1660,4383,2978,328,2869,1326,123,1813,4648,1953,412,2355,676,63,1046,1324,623,109
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,83,0,14,0,9,0,0,60,0,50,81,22,0,86,250,0,152,188,19,21,119,335,0,350,387,71,34,935,338,22,453,1202,713,290,4446,2398,157,3623,6036,3001,409
-> Arab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,23072,3106,433,4668,5616,2065,233,0,0,0,15,0,0,41,90,30,18,12,139,53,0,297,125,82,193,300,337,47,914,398,32,675,1268,571,191,780,693,21,685,1591,901,266,1445,1432,107,1145,2777,1321,337,2792,1413,107,1358,2995,1015,319,1622,260,49,302,901,256,133
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,16,33,0,158,21,0,0,22,13,0,0,61,0,0,222,71,0,138,165,105,29,187,183,48,255,371,125,103,933,773,13,806,1077,564,300,7696,3490,236,4524,5636,2759,624
-> Arabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,38899,5286,592,7670,7722,1564,443,0,13,0,32,0,0,13,21,90,0,78,40,54,0,404,443,36,349,293,304,62,868,679,205,981,802,447,109,1123,1090,388,1216,1814,901,139,1854,2563,135,1739,3067,1015,157,4051,3414,185,2973,3216,768,195,4016,1336,12,872,1099,113,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,81,0,44,0,126,44,0,143,80,0,0,233,142,34,142,112,118,0,404,622,0,348,323,54,0,1876,922,20,486,803,400,167,13555,4988,153,6023,7069,2243,138
-> Other Arab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4530,207,29,634,880,509,0,0,0,0,0,0,0,0,44,0,0,0,5,0,0,12,24,0,0,46,35,0,18,0,0,236,230,23,27,53,204,0,177,369,206,67,95,281,42,317,719,299,69,398,309,24,664,1004,330,91,421,29,20,24,194,81,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,15,0,0,11,0,0,0,15,13,0,11,6,31,0,30,37,0,0,243,11,17,281,138,170,91,289,290,112,2098,1290,124,2709,2360,728,309
-> Cameroonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8865,221,206,1203,1427,590,35,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,27,0,0,94,49,0,0,80,72,172,355,282,89,50,43,23,105,1106,809,74,1261,303,40,1217,2179,1859,292,655,106,6,380,487,343,21
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,17,0,72,0,17,0,107,20,14,59,25,0,38,100,71,0,657,482,17,675,1483,680,248,3310,1116,200,2933,2721,1228,66
-> Cape Verdean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,26386,9029,1598,11004,8425,2224,161,119,60,0,0,0,0,0,165,64,0,133,0,44,0,501,441,117,102,127,86,15,1051,891,74,468,402,124,0,2026,1587,247,850,1009,311,11,1684,1405,257,939,949,93,0,2437,2008,139,1574,1288,42,0,1004,482,0,444,181,29,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,294,101,58,63,39,0,0,366,362,126,147,144,0,0,735,642,0,150,353,18,0,1757,1066,111,278,271,22,0,3602,1718,46,647,389,0,0
